hotId,hotPriorId,hotTime,hotLink,hotTitle,hotContent
564475692,,,https://www.zhihu.com/question/564475692,如何看待鄂尔多斯针对防疫发通告，称「紧急情况时，您有权采取措施自救或紧急避险」？,针对近期国内个别地区在防疫过程中暴露出的问题，鄂尔多斯市政法系统将汲取教训，始终坚持人民至上、生命至上，坚决统筹做好我市疫情防控和保障人民群众生命健康、合法权益工作，进一步畅通救助机制，增强应急处置能力，切实维护隔离人员生命财产安全。现向广大居民、农牧民朋友郑重通告：<b>在鄂尔多斯，</b>无论任何时刻，我们都坚持生命至上，救人为先。<b>在鄂尔多斯，</b>如您在居家隔离或集中隔离期间，遇到特殊紧急情况，请及时拨打110，非紧急情况请拨打12345市长热线，心理危机请拨打96885热线。对隔离群众报警，我们会第一时间处置，提供帮助、解决问题。<b>在鄂尔多斯，</b>如您遭遇危及人身安全的情况，特别是危及生命安全的紧急情况时，根据《中华人民共和国刑法》第二十一条、《民法典》第一百八十二条等相关法律之规定，您有权采取措施自救，或及时紧急避险，但请谨记：在自救和避险时，不要损害他人生命。事后，我们会安排相关部门对事情过程进行回溯和研判，并提供必要的法律援助，依法依规处置。<b>在鄂尔多斯，</b>请您放心！我们尽最大努力保障您的生命安全和合法权益！中共鄂尔多斯市委政法委员会2022年11月3日
564443489,,,https://www.zhihu.com/question/564443489,朔尔茨率「豪华」经贸代表团访华，多位德企高管随行，此行对双边贸易产生哪些影响？为中德经济带来哪些机遇？,中国外交部发言人汪文斌10月28日宣布，应国务院总理李克强邀请，德国联邦总理朔尔茨将于11月4日对中国进行正式访问。德国《星期日世界报》报道称，朔尔茨将成为中共二十大后首位访华的西方国家领导人。届时朔尔茨将率领一支由德国知名跨国企业高管组成的“豪华阵容”代表团赴华。据德国《商报》报道，申请加入代表团的约有100人，最终确定12名德企代表陪同朔尔茨出访，包括大众汽车总裁、西门子总裁、默克集团首席执行官、德意志银行首席执行官和巴斯夫首席执行官等。报道称，大众汽车集团表示，受新冠肺炎疫情影响，德中双边已有一段时间没有直接交流，“鉴于地缘政治和全球经济形势发生变化，访问北京提供了交流的机会”。巴斯夫方面表示，对中国的访问是一个“良好的信号”，这表明“我们对对话保持开放态度”，以及“我们持续对与中国的联系感兴趣”。<br/>
564591262,,,https://www.zhihu.com/question/564591262,如何看待 NBA 球星欧文因分享「反犹」电影被篮网宣布停薪禁赛？哪些信息值得注意？,"（观察者网 讯）当地时间11月3日，NBA篮网队官方宣布将停薪并禁赛其球员凯里·欧文至少5场，直到他满足一系列客观补救措施以解决其行为的有害影响。此前欧文因在社交平台上分享“反犹”内容影片而陷入风波。  篮网队发布的声明内容如下： <br/>  过去几天，我们多次与欧文沟通，帮助他了解自己行为的危害，这是从他宣传的含有令人不安的反犹太主义仇恨的电影开始的。我们相信，在这种充满挑战的情况下，对他采取教育是正确的，并认为我们在共同致力于消除仇恨和零容忍方面取得进展。 我们今天很失望，因为欧文有机会在一次媒体采访上明确表示他没有“反犹”观念，但他却没有承认电影中具体的仇恨内容。而这不是他第一次有机会却没有进行澄清了。 <br/> 在有明确的机会否认“反犹主义”的情况下，这种不否认“反犹主义”的行为令人深感不安，违背了我们球队的价值观，并构成了对团队有害的行为。因此我们认为他目前不适合和篮网联系在一起。 <br/>我们已经决定，对欧文进行停薪禁赛，直到他满足一系列客观的补救措施，以解决他自己的行为所造成的的影响，并且停赛不止5场。  此前10月27日，欧文在推特和Instagram上分享了一部影片的亚马逊网站链接，该片名为《希伯来人到黑人：唤醒美国黑人》（Hebrews to Negroes: Wake Up Black America）。 篮网10月28日发声谴责后，篮网老板蔡崇信也发文表态，称自己对欧文感到失望，“所有宣扬基于种族、民族或宗教的仇恨都是错误的”。 之后在10月30日，欧文<a href=""https://link.zhihu.com/?target=https%3A//www.guancha.cn/sports/2022_10_31_664637.shtml"" class="" wrap external"" target=""_blank"" rel=""nofollow noreferrer"">删除</a>了推特上有关“反犹”电影的动态，并表示自己无意冒犯任何宗教信仰，给他强加“反犹”标签是不公正的。 <a href=""https://link.zhihu.com/?target=https%3A//www.guancha.cn/sports/2022_11_04_665191.shtml"" class="" wrap external"" target=""_blank"" rel=""nofollow noreferrer"">因“反犹风波”，篮网宣布停薪禁赛欧文至少5场</a><br/> "
564630789,,,https://www.zhihu.com/question/564630789,推特通告「即将发送裁员通知」，全体员工门卡或失效，员工称「都崩溃了」，如何看待推特此次裁员风波？,美国亿万富翁埃隆•马斯克近期完成了对推特的收购交易，此前有媒体曝光，他计划裁员50%。综合英国路透社、美国全国广播公司（NBC）最新报道，推特公司当地时间3日晚间向员工发布电子邮件通告，公司方将从4日早上开始通过电子邮件方式告知员工是否被裁员。据NBC报道，通告称：&#34;我们认识到这将影响到一些为推特做出了宝贵贡献的人，但不幸的是，为确保公司成功发展，这一（裁员）行动是有必要的。”报道还称，一名推特员工透露，11月3日的这封电子邮件是在马斯克于当地时间10月27日收购推特后，推特工作人员首次收到来自公司的联系。关于这封邮件的影响，这名员工还说：&#34;完全是一片混乱，一屋子（人）都崩溃了，所有人都在盯着这封邮件。”据路透社报道，推特公司还表示，该公司的办公室将被暂时关闭，暂停任何门禁卡等证件的访问权限，以“帮助确保每名员工以及推特系统和客户数据的安全”。来源：环球网
,,,https://www.zhihu.com/theater/10152,False,
564642737,,,https://www.zhihu.com/question/564642737,日本正式加入北约网络防御中心，这意味着什么？哪些信息值得关注？,@央视军事 消息，据日本时事通讯社4日消息，日本防卫大臣滨田靖一在当日的记者会见上表示，日本正式加入北约网络防御中心，今后将强化与各国之间的合作关系。（央视新闻）
564024089,,,https://www.zhihu.com/question/564024089,如何看待 985 毕业的学生找工作光靠学历就能如鱼得水？,
564399311,,,https://www.zhihu.com/question/564399311,如何评价新版「仙剑奇侠传」《仙剑》的预告？,[视频]
564605675,,,https://www.zhihu.com/question/564605675,如何看待 2022 年 11 月 4 日的 A 股走势？,中新经纬11月4日电 4日，三大指数今日强势反弹大幅回升，盘面上各板块普涨。 同花顺iFinD截图　　上证指数涨2.43%，报3070.80点。深证成指涨3.20%，报11187.43点。创业板指涨3.16%，报2451.22点。三大指数本周均喜提5连阳，周涨幅齐创年内新高。　　盘面上，盐湖提锂板块今日强势领涨，动力电池回收、汽车拆解概念等板块受利好影响大涨，钠离子电池、一体化压铸等板块走高，旅游、饮料、免税店等消费股走强，煤炭、有色金属等周期板块活跃。　　个股方面，总体来看呈普涨态势，两市超4100股飘红。供销社概念股ST大集尾盘直拉涨停，本周成交量持续放大。该股上个交易日刚暂时摆脱面值退市倒计时。　　汽车整车板块临近尾盘继续冲高，中通客车触及涨停，众泰汽车、赛力斯此前封板，长城汽车大涨超8%。　　今日涨停股部分如下：中通客车(10.00%)、华东数控(10.03%)、中农联合(10.02%)、华森制药(10.01%)、TCL中环(9.99%)。跌停股部分如下：川大智胜(-10.02%)。　　换手率前五个股为：美能能源、直真科技、唯万密封、泓博医药、凡拓数创，分别为61.662%、61.254%、59.693%、52.067%、51.559%。　　核心资产概念股获主力资金净流入超200亿元。主力资金尾盘呈净流入态势，大幅净流入锂电、光伏、储能、白酒、证券、汽车等板块。逾100股主力资金净流入超1亿元，多股净流入超6亿元。　　A股成交额再度突破万亿大关，北向资金实际净买入超116亿元，其中沪股通流入超44亿元，深股通流入超71亿元。　　国盛证券表示，宏观上，美国11月宣布加息75基点，符合市场预期，不过其鹰派发言，是全球金融市场持续承压，且人民币贬值趋势未变，外资有持续流出预期，不利于A股做多环境，会压制指数向上反弹空间；微观上，两市指数底部放量强势反弹，短期虽有震荡，但属良性，在震荡消化结束后，指数有进一步反弹预期，且或有望挑战10月18日形成的高点。因此，当前可轻指数重个股，在指数调整时积极把握低吸良机，逐步加仓做多，重点关注半导体、信创、医药等近期表现强势板块。
66550652,,,https://www.zhihu.com/question/66550652,双十一期间是11.11当天的价格最便宜，还是说这期间的某一天最便宜？,
